id,district_id,district_name,property_type,size_sqm,total_monthly_rent_eur,sample_size_analyzed
54,1,Mitte,WG Room,26,832,380
55,1,Mitte,WG Room,20,749,380
56,1,Mitte,WG Room,12,655,380
57,1,Mitte,WG Room,19,851,380
58,1,Mitte,WG Room,18,742,380
59,1,Mitte,WG Room,19,687,380
60,1,Mitte,WG Room,23,822,380
61,1,Mitte,WG Room,22,735,380
62,1,Mitte,WG Room,24,737,380
63,1,Mitte,WG Room,21,863,380
64,1,Mitte,WG Room,16,679,380
65,1,Mitte,WG Room,19,717,380
66,1,Mitte,WG Room,14,683,380
67,1,Mitte,WG Room,15,713,380
68,1,Mitte,WG Room,16,774,380
69,1,Mitte,WG Room,16,690,380
70,1,Mitte,WG Room,22,721,380
71,1,Mitte,WG Room,20,811,380
72,1,Mitte,WG Room,13,676,380
73,1,Mitte,WG Room,20,787,380
74,1,Mitte,WG Room,15,633,380
75,1,Mitte,WG Room,21,777,380
76,1,Mitte,WG Room,20,768,380
77,1,Mitte,WG Room,17,726,380
78,1,Mitte,WG Room,20,720,380
79,1,Mitte,WG Room,26,845,380
80,1,Mitte,WG Room,15,722,380
81,1,Mitte,WG Room,16,739,380
82,1,Mitte,WG Room,23,751,380
83,1,Mitte,WG Room,22,795,380
84,1,Mitte,WG Room,22,861,380
85,1,Mitte,WG Room,18,694,380
86,1,Mitte,WG Room,16,667,380
87,1,Mitte,WG Room,19,755,380
88,1,Mitte,WG Room,20,789,380
89,1,Mitte,WG Room,19,805,380
90,1,Mitte,WG Room,18,850,380
91,1,Mitte,WG Room,21,725,380
92,1,Mitte,WG Room,15,714,380
93,1,Mitte,WG Room,18,760,380
94,1,Mitte,WG Room,21,761,380
95,1,Mitte,WG Room,16,636,380
96,1,Mitte,WG Room,17,755,380
97,1,Mitte,WG Room,20,696,380
98,1,Mitte,WG Room,20,769,380
99,1,Mitte,WG Room,16,711,380
100,1,Mitte,WG Room,19,689,380
101,1,Mitte,WG Room,20,777,380
102,1,Mitte,WG Room,23,835,380
103,1,Mitte,WG Room,14,638,380
104,1,Mitte,WG Room,21,787,380
105,1,Mitte,WG Room,21,937,380
106,1,Mitte,WG Room,21,815,380
107,1,Mitte,WG Room,22,805,380
108,1,Mitte,WG Room,18,762,380
109,1,Mitte,WG Room,16,693,380
110,1,Mitte,WG Room,17,720,380
111,1,Mitte,WG Room,27,752,380
112,1,Mitte,WG Room,21,691,380
113,1,Mitte,WG Room,17,765,380
114,1,Mitte,WG Room,19,692,380
115,1,Mitte,WG Room,16,735,380
116,1,Mitte,WG Room,16,714,380
117,1,Mitte,WG Room,19,711,380
118,1,Mitte,WG Room,27,865,380
119,1,Mitte,WG Room,12,664,380
120,1,Mitte,WG Room,17,754,380
121,1,Mitte,WG Room,16,699,380
122,1,Mitte,WG Room,21,803,380
123,1,Mitte,WG Room,15,677,380
124,1,Mitte,WG Room,17,687,380
125,1,Mitte,WG Room,25,830,380
126,1,Mitte,WG Room,15,733,380
127,1,Mitte,WG Room,26,870,380
128,1,Mitte,WG Room,14,658,380
129,1,Mitte,WG Room,23,756,380
130,1,Mitte,WG Room,21,799,380
131,1,Mitte,WG Room,16,701,380
132,1,Mitte,WG Room,12,610,380
133,1,Mitte,WG Room,18,672,380
134,1,Mitte,WG Room,25,748,380
135,1,Mitte,WG Room,17,722,380
136,1,Mitte,WG Room,24,735,380
137,1,Mitte,WG Room,23,788,380
138,1,Mitte,WG Room,16,725,380
139,1,Mitte,WG Room,20,725,380
140,1,Mitte,WG Room,19,723,380
141,1,Mitte,WG Room,19,770,380
142,1,Mitte,WG Room,25,756,380
143,1,Mitte,WG Room,26,736,380
144,1,Mitte,WG Room,18,754,380
145,1,Mitte,WG Room,20,724,380
146,1,Mitte,WG Room,18,706,380
147,1,Mitte,WG Room,17,754,380
148,1,Mitte,WG Room,20,721,380
149,1,Mitte,WG Room,22,790,380
150,1,Mitte,WG Room,22,804,380
151,1,Mitte,WG Room,16,679,380
152,1,Mitte,WG Room,22,803,380
153,1,Mitte,WG Room,19,745,380
154,1,Mitte,WG Room,23,761,380
155,1,Mitte,WG Room,21,755,380
156,1,Mitte,WG Room,18,777,380
157,1,Mitte,WG Room,22,813,380
158,1,Mitte,WG Room,24,801,380
159,1,Mitte,WG Room,21,750,380
160,1,Mitte,WG Room,20,746,380
161,1,Mitte,WG Room,19,767,380
162,1,Mitte,WG Room,16,798,380
163,1,Mitte,WG Room,15,637,380
164,1,Mitte,WG Room,23,824,380
165,1,Mitte,WG Room,21,792,380
166,1,Mitte,WG Room,19,700,380
167,1,Mitte,WG Room,19,710,380
168,1,Mitte,WG Room,22,769,380
169,1,Mitte,WG Room,16,690,380
170,1,Mitte,WG Room,20,727,380
171,1,Mitte,WG Room,16,715,380
172,1,Mitte,WG Room,20,729,380
173,1,Mitte,WG Room,17,726,380
174,1,Mitte,WG Room,14,617,380
175,1,Mitte,WG Room,16,694,380
176,1,Mitte,WG Room,20,818,380
177,1,Mitte,WG Room,22,769,380
178,1,Mitte,WG Room,19,695,380
179,1,Mitte,WG Room,19,727,380
180,1,Mitte,WG Room,20,715,380
181,1,Mitte,WG Room,21,833,380
182,1,Mitte,WG Room,19,758,380
183,1,Mitte,WG Room,21,746,380
184,1,Mitte,WG Room,20,753,380
185,1,Mitte,WG Room,19,705,380
186,1,Mitte,WG Room,19,762,380
187,1,Mitte,WG Room,24,843,380
188,1,Mitte,WG Room,27,801,380
189,1,Mitte,WG Room,22,784,380
190,1,Mitte,WG Room,27,800,380
191,1,Mitte,WG Room,16,677,380
192,1,Mitte,WG Room,12,632,380
193,1,Mitte,WG Room,16,711,380
194,1,Mitte,WG Room,20,836,380
195,1,Mitte,WG Room,22,750,380
196,1,Mitte,WG Room,16,726,380
197,1,Mitte,WG Room,14,762,380
198,1,Mitte,WG Room,23,767,380
199,1,Mitte,WG Room,13,729,380
200,1,Mitte,WG Room,19,796,380
201,1,Mitte,WG Room,13,641,380
202,1,Mitte,WG Room,19,742,380
203,1,Mitte,WG Room,17,744,380
204,1,Mitte,WG Room,15,686,380
205,1,Mitte,WG Room,19,763,380
206,1,Mitte,WG Room,21,713,380
207,1,Mitte,WG Room,14,737,380
208,1,Mitte,WG Room,20,718,380
209,1,Mitte,WG Room,24,805,380
210,1,Mitte,WG Room,23,791,380
211,1,Mitte,WG Room,26,903,380
212,1,Mitte,WG Room,18,772,380
213,1,Mitte,WG Room,21,826,380
214,1,Mitte,WG Room,16,735,380
215,1,Mitte,WG Room,23,709,380
216,1,Mitte,WG Room,15,600,380
217,1,Mitte,WG Room,18,760,380
218,1,Mitte,WG Room,24,803,380
219,1,Mitte,WG Room,25,750,380
220,1,Mitte,WG Room,13,666,380
221,1,Mitte,WG Room,20,751,380
222,1,Mitte,WG Room,12,652,380
223,1,Mitte,WG Room,14,710,380
224,1,Mitte,WG Room,20,710,380
225,1,Mitte,WG Room,17,668,380
226,1,Mitte,WG Room,19,783,380
227,1,Mitte,WG Room,16,727,380
228,1,Mitte,WG Room,17,680,380
229,1,Mitte,WG Room,19,693,380
230,1,Mitte,WG Room,17,662,380
231,1,Mitte,WG Room,26,826,380
232,1,Mitte,WG Room,17,726,380
233,1,Mitte,WG Room,19,730,380
234,1,Mitte,WG Room,21,798,380
235,1,Mitte,WG Room,17,690,380
236,1,Mitte,WG Room,18,624,380
237,1,Mitte,WG Room,14,742,380
238,1,Mitte,WG Room,25,801,380
239,1,Mitte,WG Room,21,778,380
240,1,Mitte,WG Room,28,898,380
241,1,Mitte,WG Room,19,697,380
242,1,Mitte,WG Room,13,677,380
243,1,Mitte,WG Room,16,640,380
244,1,Mitte,WG Room,17,667,380
245,1,Mitte,WG Room,25,852,380
246,1,Mitte,WG Room,19,807,380
247,1,Mitte,WG Room,19,701,380
248,1,Mitte,WG Room,24,824,380
249,1,Mitte,WG Room,15,683,380
250,1,Mitte,WG Room,16,642,380
251,1,Mitte,WG Room,22,862,380
252,1,Mitte,WG Room,14,705,380
253,1,Mitte,WG Room,17,694,380
254,1,Mitte,WG Room,17,677,380
255,1,Mitte,WG Room,19,703,380
256,1,Mitte,WG Room,20,750,380
257,1,Mitte,WG Room,18,687,380
258,1,Mitte,WG Room,17,750,380
259,1,Mitte,WG Room,21,720,380
260,1,Mitte,WG Room,19,774,380
261,1,Mitte,WG Room,13,692,380
262,1,Mitte,WG Room,17,742,380
263,1,Mitte,WG Room,16,623,380
264,1,Mitte,WG Room,13,670,380
265,1,Mitte,WG Room,20,711,380
266,1,Mitte,WG Room,21,689,380
267,1,Mitte,WG Room,19,686,380
268,1,Mitte,WG Room,17,718,380
269,1,Mitte,WG Room,16,687,380
270,1,Mitte,WG Room,23,762,380
271,1,Mitte,WG Room,22,725,380
272,1,Mitte,WG Room,21,829,380
273,1,Mitte,WG Room,12,620,380
274,1,Mitte,WG Room,21,755,380
275,1,Mitte,WG Room,20,725,380
276,1,Mitte,WG Room,19,733,380
277,1,Mitte,WG Room,23,799,380
278,1,Mitte,WG Room,20,733,380
279,1,Mitte,WG Room,17,697,380
280,1,Mitte,WG Room,20,733,380
281,1,Mitte,WG Room,20,845,380
282,1,Mitte,WG Room,22,761,380
283,1,Mitte,WG Room,23,770,380
284,1,Mitte,WG Room,12,611,380
285,1,Mitte,WG Room,12,640,380
286,1,Mitte,WG Room,19,815,380
287,1,Mitte,WG Room,20,742,380
288,1,Mitte,WG Room,22,676,380
289,1,Mitte,WG Room,20,787,380
290,1,Mitte,WG Room,14,731,380
291,1,Mitte,WG Room,20,733,380
292,1,Mitte,WG Room,21,866,380
293,1,Mitte,WG Room,20,763,380
294,1,Mitte,WG Room,17,678,380
295,1,Mitte,WG Room,22,737,380
296,1,Mitte,WG Room,19,719,380
297,1,Mitte,WG Room,21,779,380
298,1,Mitte,WG Room,23,765,380
299,1,Mitte,WG Room,18,684,380
300,1,Mitte,WG Room,17,733,380
301,1,Mitte,WG Room,22,735,380
302,1,Mitte,WG Room,22,837,380
303,1,Mitte,WG Room,20,836,380
304,1,Mitte,WG Room,16,648,380
305,1,Mitte,WG Room,13,735,380
306,1,Mitte,WG Room,21,761,380
307,1,Mitte,WG Room,20,701,380
308,1,Mitte,WG Room,28,854,380
309,1,Mitte,WG Room,19,773,380
310,1,Mitte,WG Room,21,774,380
311,1,Mitte,WG Room,16,725,380
312,1,Mitte,WG Room,26,885,380
313,1,Mitte,WG Room,25,789,380
314,1,Mitte,WG Room,16,698,380
315,1,Mitte,WG Room,19,789,380
316,1,Mitte,WG Room,13,737,380
317,1,Mitte,WG Room,18,709,380
318,1,Mitte,WG Room,15,618,380
319,1,Mitte,WG Room,22,779,380
320,1,Mitte,WG Room,14,622,380
321,1,Mitte,WG Room,18,803,380
322,1,Mitte,WG Room,18,660,380
323,1,Mitte,WG Room,18,716,380
324,1,Mitte,WG Room,12,654,380
325,1,Mitte,WG Room,18,759,380
326,1,Mitte,WG Room,25,863,380
327,1,Mitte,WG Room,18,678,380
328,1,Mitte,WG Room,28,851,380
329,1,Mitte,WG Room,19,739,380
330,1,Mitte,WG Room,20,746,380
331,1,Mitte,WG Room,17,691,380
332,1,Mitte,WG Room,19,716,380
333,1,Mitte,WG Room,17,721,380
334,1,Mitte,WG Room,18,796,380
335,1,Mitte,WG Room,12,705,380
336,1,Mitte,WG Room,23,695,380
337,1,Mitte,WG Room,18,711,380
338,1,Mitte,WG Room,14,645,380
339,1,Mitte,WG Room,15,771,380
340,1,Mitte,WG Room,22,833,380
341,1,Mitte,WG Room,22,725,380
342,1,Mitte,WG Room,17,738,380
343,1,Mitte,WG Room,15,724,380
344,1,Mitte,WG Room,18,711,380
345,1,Mitte,WG Room,21,784,380
346,1,Mitte,WG Room,18,780,380
347,1,Mitte,WG Room,15,720,380
348,1,Mitte,WG Room,21,750,380
349,1,Mitte,WG Room,20,696,380
350,1,Mitte,WG Room,22,768,380
351,1,Mitte,WG Room,17,763,380
352,1,Mitte,WG Room,17,653,380
353,1,Mitte,WG Room,14,707,380
354,1,Mitte,WG Room,15,771,380
355,1,Mitte,WG Room,12,732,380
356,1,Mitte,WG Room,20,748,380
357,1,Mitte,WG Room,17,734,380
358,1,Mitte,WG Room,19,790,380
359,1,Mitte,WG Room,19,747,380
360,1,Mitte,WG Room,18,725,380
361,1,Mitte,WG Room,20,675,380
362,1,Mitte,WG Room,14,713,380
363,1,Mitte,WG Room,20,744,380
364,1,Mitte,WG Room,19,756,380
365,1,Mitte,WG Room,17,681,380
366,1,Mitte,WG Room,20,708,380
367,1,Mitte,WG Room,20,675,380
368,1,Mitte,WG Room,23,809,380
369,1,Mitte,WG Room,20,796,380
370,1,Mitte,WG Room,25,858,380
371,1,Mitte,WG Room,13,610,380
372,1,Mitte,WG Room,17,717,380
373,1,Mitte,WG Room,21,731,380
374,1,Mitte,WG Room,20,718,380
375,1,Mitte,WG Room,17,653,380
376,1,Mitte,WG Room,16,643,380
377,1,Mitte,WG Room,16,751,380
378,1,Mitte,WG Room,16,822,380
379,1,Mitte,WG Room,21,772,380
380,1,Mitte,WG Room,16,736,380
381,2,Friedrichshain,WG Room,17,691,440
382,2,Friedrichshain,WG Room,28,814,440
383,2,Friedrichshain,WG Room,23,726,440
384,2,Friedrichshain,WG Room,19,790,440
385,2,Friedrichshain,WG Room,17,768,440
386,2,Friedrichshain,WG Room,21,709,440
387,2,Friedrichshain,WG Room,21,778,440
388,2,Friedrichshain,WG Room,21,663,440
389,2,Friedrichshain,WG Room,16,663,440
390,2,Friedrichshain,WG Room,19,738,440
391,2,Friedrichshain,WG Room,20,662,440
392,2,Friedrichshain,WG Room,20,749,440
393,2,Friedrichshain,WG Room,21,783,440
394,2,Friedrichshain,WG Room,22,767,440
395,2,Friedrichshain,WG Room,19,635,440
396,2,Friedrichshain,WG Room,21,743,440
397,2,Friedrichshain,WG Room,20,665,440
398,2,Friedrichshain,WG Room,15,709,440
399,2,Friedrichshain,WG Room,19,741,440
400,2,Friedrichshain,WG Room,19,711,440
401,2,Friedrichshain,WG Room,22,723,440
402,2,Friedrichshain,WG Room,19,689,440
403,2,Friedrichshain,WG Room,17,672,440
404,2,Friedrichshain,WG Room,20,700,440
405,2,Friedrichshain,WG Room,23,718,440
406,2,Friedrichshain,WG Room,18,678,440
407,2,Friedrichshain,WG Room,24,779,440
408,2,Friedrichshain,WG Room,23,691,440
409,2,Friedrichshain,WG Room,20,762,440
410,2,Friedrichshain,WG Room,19,758,440
411,2,Friedrichshain,WG Room,17,749,440
412,2,Friedrichshain,WG Room,27,790,440
413,2,Friedrichshain,WG Room,17,751,440
414,2,Friedrichshain,WG Room,25,758,440
415,2,Friedrichshain,WG Room,18,685,440
416,2,Friedrichshain,WG Room,14,609,440
417,2,Friedrichshain,WG Room,15,627,440
418,2,Friedrichshain,WG Room,19,721,440
419,2,Friedrichshain,WG Room,24,725,440
420,2,Friedrichshain,WG Room,22,736,440
421,2,Friedrichshain,WG Room,19,740,440
422,2,Friedrichshain,WG Room,15,679,440
423,2,Friedrichshain,WG Room,20,744,440
424,2,Friedrichshain,WG Room,20,832,440
425,2,Friedrichshain,WG Room,17,662,440
426,2,Friedrichshain,WG Room,17,661,440
427,2,Friedrichshain,WG Room,17,740,440
428,2,Friedrichshain,WG Room,24,744,440
429,2,Friedrichshain,WG Room,16,695,440
430,2,Friedrichshain,WG Room,17,714,440
431,2,Friedrichshain,WG Room,20,654,440
432,2,Friedrichshain,WG Room,24,851,440
433,2,Friedrichshain,WG Room,17,669,440
434,2,Friedrichshain,WG Room,20,737,440
435,2,Friedrichshain,WG Room,21,824,440
436,2,Friedrichshain,WG Room,18,662,440
437,2,Friedrichshain,WG Room,14,617,440
438,2,Friedrichshain,WG Room,19,791,440
439,2,Friedrichshain,WG Room,17,696,440
440,2,Friedrichshain,WG Room,19,763,440
441,2,Friedrichshain,WG Room,28,794,440
442,2,Friedrichshain,WG Room,17,733,440
443,2,Friedrichshain,WG Room,21,817,440
444,2,Friedrichshain,WG Room,21,718,440
445,2,Friedrichshain,WG Room,21,784,440
446,2,Friedrichshain,WG Room,22,769,440
447,2,Friedrichshain,WG Room,23,811,440
448,2,Friedrichshain,WG Room,24,799,440
449,2,Friedrichshain,WG Room,18,705,440
450,2,Friedrichshain,WG Room,23,721,440
451,2,Friedrichshain,WG Room,20,704,440
452,2,Friedrichshain,WG Room,19,768,440
453,2,Friedrichshain,WG Room,20,724,440
454,2,Friedrichshain,WG Room,14,684,440
455,2,Friedrichshain,WG Room,21,831,440
456,2,Friedrichshain,WG Room,18,708,440
457,2,Friedrichshain,WG Room,20,793,440
458,2,Friedrichshain,WG Room,19,723,440
459,2,Friedrichshain,WG Room,21,742,440
460,2,Friedrichshain,WG Room,17,695,440
461,2,Friedrichshain,WG Room,23,712,440
462,2,Friedrichshain,WG Room,19,678,440
463,2,Friedrichshain,WG Room,23,689,440
464,2,Friedrichshain,WG Room,17,703,440
465,2,Friedrichshain,WG Room,24,767,440
466,2,Friedrichshain,WG Room,17,771,440
467,2,Friedrichshain,WG Room,14,551,440
468,2,Friedrichshain,WG Room,21,711,440
469,2,Friedrichshain,WG Room,15,694,440
470,2,Friedrichshain,WG Room,20,697,440
471,2,Friedrichshain,WG Room,15,701,440
472,2,Friedrichshain,WG Room,21,730,440
473,2,Friedrichshain,WG Room,25,734,440
474,2,Friedrichshain,WG Room,14,619,440
475,2,Friedrichshain,WG Room,19,721,440
476,2,Friedrichshain,WG Room,18,714,440
477,2,Friedrichshain,WG Room,15,727,440
478,2,Friedrichshain,WG Room,19,760,440
479,2,Friedrichshain,WG Room,20,743,440
480,2,Friedrichshain,WG Room,21,754,440
481,2,Friedrichshain,WG Room,21,794,440
482,2,Friedrichshain,WG Room,20,754,440
483,2,Friedrichshain,WG Room,19,775,440
484,2,Friedrichshain,WG Room,17,767,440
485,2,Friedrichshain,WG Room,19,646,440
486,2,Friedrichshain,WG Room,19,679,440
487,2,Friedrichshain,WG Room,22,717,440
488,2,Friedrichshain,WG Room,17,601,440
489,2,Friedrichshain,WG Room,17,577,440
490,2,Friedrichshain,WG Room,13,672,440
491,2,Friedrichshain,WG Room,22,765,440
492,2,Friedrichshain,WG Room,16,672,440
493,2,Friedrichshain,WG Room,19,658,440
494,2,Friedrichshain,WG Room,24,809,440
495,2,Friedrichshain,WG Room,18,699,440
496,2,Friedrichshain,WG Room,20,630,440
497,2,Friedrichshain,WG Room,18,667,440
498,2,Friedrichshain,WG Room,15,649,440
499,2,Friedrichshain,WG Room,25,811,440
500,2,Friedrichshain,WG Room,17,712,440
501,2,Friedrichshain,WG Room,24,812,440
502,2,Friedrichshain,WG Room,19,681,440
503,2,Friedrichshain,WG Room,21,752,440
504,2,Friedrichshain,WG Room,22,775,440
505,2,Friedrichshain,WG Room,23,734,440
506,2,Friedrichshain,WG Room,24,779,440
507,2,Friedrichshain,WG Room,26,763,440
508,2,Friedrichshain,WG Room,25,791,440
509,2,Friedrichshain,WG Room,17,664,440
510,2,Friedrichshain,WG Room,18,717,440
511,2,Friedrichshain,WG Room,21,708,440
512,2,Friedrichshain,WG Room,19,806,440
513,2,Friedrichshain,WG Room,25,802,440
514,2,Friedrichshain,WG Room,19,715,440
515,2,Friedrichshain,WG Room,21,688,440
516,2,Friedrichshain,WG Room,18,623,440
517,2,Friedrichshain,WG Room,20,751,440
518,2,Friedrichshain,WG Room,17,757,440
519,2,Friedrichshain,WG Room,15,596,440
520,2,Friedrichshain,WG Room,20,769,440
521,2,Friedrichshain,WG Room,25,761,440
522,2,Friedrichshain,WG Room,23,756,440
523,2,Friedrichshain,WG Room,18,738,440
524,2,Friedrichshain,WG Room,21,663,440
525,2,Friedrichshain,WG Room,24,832,440
526,2,Friedrichshain,WG Room,17,704,440
527,2,Friedrichshain,WG Room,21,746,440
528,2,Friedrichshain,WG Room,17,656,440
529,2,Friedrichshain,WG Room,19,763,440
530,2,Friedrichshain,WG Room,21,717,440
531,2,Friedrichshain,WG Room,22,618,440
532,2,Friedrichshain,WG Room,23,680,440
533,2,Friedrichshain,WG Room,18,648,440
534,2,Friedrichshain,WG Room,14,702,440
535,2,Friedrichshain,WG Room,17,702,440
536,2,Friedrichshain,WG Room,19,731,440
537,2,Friedrichshain,WG Room,19,652,440
538,2,Friedrichshain,WG Room,22,724,440
539,2,Friedrichshain,WG Room,14,631,440
540,2,Friedrichshain,WG Room,24,808,440
541,2,Friedrichshain,WG Room,18,682,440
542,2,Friedrichshain,WG Room,18,791,440
543,2,Friedrichshain,WG Room,20,741,440
544,2,Friedrichshain,WG Room,23,769,440
545,2,Friedrichshain,WG Room,18,689,440
546,2,Friedrichshain,WG Room,19,708,440
547,2,Friedrichshain,WG Room,22,748,440
548,2,Friedrichshain,WG Room,22,742,440
549,2,Friedrichshain,WG Room,19,620,440
550,2,Friedrichshain,WG Room,22,762,440
551,2,Friedrichshain,WG Room,22,616,440
552,2,Friedrichshain,WG Room,26,788,440
553,2,Friedrichshain,WG Room,23,711,440
554,2,Friedrichshain,WG Room,21,687,440
555,2,Friedrichshain,WG Room,17,772,440
556,2,Friedrichshain,WG Room,18,708,440
557,2,Friedrichshain,WG Room,22,768,440
558,2,Friedrichshain,WG Room,20,738,440
559,2,Friedrichshain,WG Room,27,803,440
560,2,Friedrichshain,WG Room,20,769,440
561,2,Friedrichshain,WG Room,23,811,440
562,2,Friedrichshain,WG Room,21,683,440
563,2,Friedrichshain,WG Room,25,730,440
564,2,Friedrichshain,WG Room,20,688,440
565,2,Friedrichshain,WG Room,19,725,440
566,2,Friedrichshain,WG Room,20,741,440
567,2,Friedrichshain,WG Room,25,802,440
568,2,Friedrichshain,WG Room,18,741,440
569,2,Friedrichshain,WG Room,23,703,440
570,2,Friedrichshain,WG Room,21,766,440
571,2,Friedrichshain,WG Room,18,760,440
572,2,Friedrichshain,WG Room,18,704,440
573,2,Friedrichshain,WG Room,18,699,440
574,2,Friedrichshain,WG Room,15,597,440
575,2,Friedrichshain,WG Room,25,744,440
576,2,Friedrichshain,WG Room,16,577,440
577,2,Friedrichshain,WG Room,17,626,440
578,2,Friedrichshain,WG Room,25,827,440
579,2,Friedrichshain,WG Room,17,787,440
580,2,Friedrichshain,WG Room,22,731,440
581,2,Friedrichshain,WG Room,12,729,440
582,2,Friedrichshain,WG Room,14,576,440
583,2,Friedrichshain,WG Room,23,868,440
584,2,Friedrichshain,WG Room,24,795,440
585,2,Friedrichshain,WG Room,21,772,440
586,2,Friedrichshain,WG Room,22,759,440
587,2,Friedrichshain,WG Room,19,707,440
588,2,Friedrichshain,WG Room,16,661,440
589,2,Friedrichshain,WG Room,13,634,440
590,2,Friedrichshain,WG Room,16,624,440
591,2,Friedrichshain,WG Room,20,785,440
592,2,Friedrichshain,WG Room,22,675,440
593,2,Friedrichshain,WG Room,16,716,440
594,2,Friedrichshain,WG Room,16,664,440
595,2,Friedrichshain,WG Room,21,690,440
596,2,Friedrichshain,WG Room,19,650,440
597,2,Friedrichshain,WG Room,17,700,440
598,2,Friedrichshain,WG Room,13,658,440
599,2,Friedrichshain,WG Room,19,735,440
600,2,Friedrichshain,WG Room,20,783,440
601,2,Friedrichshain,WG Room,19,691,440
602,2,Friedrichshain,WG Room,19,734,440
603,2,Friedrichshain,WG Room,19,712,440
604,2,Friedrichshain,WG Room,17,656,440
605,2,Friedrichshain,WG Room,14,729,440
606,2,Friedrichshain,WG Room,15,631,440
607,2,Friedrichshain,WG Room,16,714,440
608,2,Friedrichshain,WG Room,18,754,440
609,2,Friedrichshain,WG Room,17,699,440
610,2,Friedrichshain,WG Room,16,771,440
611,2,Friedrichshain,WG Room,15,676,440
612,2,Friedrichshain,WG Room,21,753,440
613,2,Friedrichshain,WG Room,18,692,440
614,2,Friedrichshain,WG Room,19,703,440
615,2,Friedrichshain,WG Room,22,845,440
616,2,Friedrichshain,WG Room,17,624,440
617,2,Friedrichshain,WG Room,19,826,440
618,2,Friedrichshain,WG Room,16,748,440
619,2,Friedrichshain,WG Room,25,757,440
620,2,Friedrichshain,WG Room,21,807,440
621,2,Friedrichshain,WG Room,18,689,440
622,2,Friedrichshain,WG Room,17,640,440
623,2,Friedrichshain,WG Room,17,631,440
624,2,Friedrichshain,WG Room,19,675,440
625,2,Friedrichshain,WG Room,20,652,440
626,2,Friedrichshain,WG Room,20,760,440
627,2,Friedrichshain,WG Room,12,643,440
628,2,Friedrichshain,WG Room,23,704,440
629,2,Friedrichshain,WG Room,25,801,440
630,2,Friedrichshain,WG Room,17,683,440
631,2,Friedrichshain,WG Room,21,737,440
632,2,Friedrichshain,WG Room,21,693,440
633,2,Friedrichshain,WG Room,20,658,440
634,2,Friedrichshain,WG Room,19,669,440
635,2,Friedrichshain,WG Room,16,730,440
636,2,Friedrichshain,WG Room,23,785,440
637,2,Friedrichshain,WG Room,15,648,440
638,2,Friedrichshain,WG Room,23,764,440
639,2,Friedrichshain,WG Room,27,824,440
640,2,Friedrichshain,WG Room,20,708,440
641,2,Friedrichshain,WG Room,19,703,440
642,2,Friedrichshain,WG Room,21,777,440
643,2,Friedrichshain,WG Room,16,614,440
644,2,Friedrichshain,WG Room,13,661,440
645,2,Friedrichshain,WG Room,15,565,440
646,2,Friedrichshain,WG Room,20,834,440
647,2,Friedrichshain,WG Room,19,748,440
648,2,Friedrichshain,WG Room,19,706,440
649,2,Friedrichshain,WG Room,22,733,440
650,2,Friedrichshain,WG Room,20,736,440
651,2,Friedrichshain,WG Room,17,731,440
652,2,Friedrichshain,WG Room,18,664,440
653,2,Friedrichshain,WG Room,21,694,440
654,2,Friedrichshain,WG Room,19,710,440
